date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team,goalie,sv%
2024-11-17,22:00,Away,1,W,5,3,2,Vancouver Canucks,22,27,-5,2,2,100,50,47.1,Nashville Predators,Juuse Saros,0.889
2024-11-17,21:00,Away,2,W,2,0,2,Seattle Kraken,23,24,-1,0,1,--,100,55.1,New York Rangers,Jonathan Quick,1.0
2024-11-17,20:00,Away,1,L,5,2,3,Vegas Golden Knights,25,42,-17,1,1,100,100,47.9,Washington Capitals,Logan Thompson,0.952
2024-11-17,20:00,Home,1,W,2,5,-3,Washington Capitals,42,25,17,1,1,0,0,52.1,Vegas Golden Knights,Ilya Samsonov,0.833
2024-11-17,21:00,Home,0,W,0,2,-2,New York Rangers,24,23,1,1,0,0,--,44.9,Seattle Kraken,Philipp Grubauer,0.913
2024-11-17,22:00,Home,0,W,3,5,-2,Nashville Predators,27,22,5,2,2,50,0,52.9,Vancouver Canucks,Kevin Lankinen,0.81
2024-11-17,17:00,Away,0,L,1,4,-3,Carolina Hurricanes,30,24,6,1,3,0,66.7,36.5,St. Louis Blues,Joel Hofer,0.833
2024-11-18,22:30,Away,1,L,4,5,-1,San Jose Sharks,20,34,-14,3,4,66.7,75,45.2,Detroit Red Wings,Cam Talbot,0.853
2024-11-18,19:00,Away,2,L,3,2,1,Philadelphia Flyers,29,26,3,4,3,25,100,41.7,Colorado Avalanche,Justus Annunen,0.923
2024-11-18,19:00,Home,1,W,1,5,-4,Columbus Blue Jackets,29,28,1,6,2,16.7,100,49.2,Boston Bruins,Jeremy Swayman,0.821
2024-11-18,19:30,Home,1,L,3,0,3,Edmonton Oilers,25,30,-5,2,3,0,100,43.6,Montreal Canadiens,Sam Montembeault,1.0
2024-11-18,21:00,Away,0,L,6,2,4,Utah Hockey Club,24,26,-2,3,7,33.3,100,47.4,Washington Capitals,Charlie Lindgren,0.923
2024-11-18,19:00,Home,1,L,2,3,-1,Colorado Avalanche,26,29,-3,3,4,0,75,58.3,Philadelphia Flyers,Aleksei Kolosov,0.897
2024-11-18,20:00,Away,2,W,4,2,2,Dallas Stars,27,36,-9,2,2,50,100,33.8,Anaheim Ducks,Lukas Dostal,0.944
2024-11-18,20:00,Home,1,W,2,4,-2,Anaheim Ducks,36,27,9,2,2,0,50,66.2,Dallas Stars,Casey DeSmith,0.852
2024-11-18,22:30,Home,1,L,5,4,1,Detroit Red Wings,34,20,14,4,3,25,33.3,54.8,San Jose Sharks,Mackenzie Blackwood,0.85
2024-11-18,19:00,Away,1,W,5,1,4,Boston Bruins,28,29,-1,2,6,0,83.3,50.9,Columbus Blue Jackets,Elvis Merzlikins,0.966
2024-11-18,21:00,Home,2,W,2,6,-4,Washington Capitals,26,24,2,7,3,0,66.7,52.6,Utah Hockey Club,Karel Vejmelka,0.818
2024-11-18,21:00,Home,2,W,2,6,-4,Washington Capitals,26,24,2,7,3,0,66.7,52.6,Utah Hockey Club,Connor Ingram,0.692
2024-11-18,19:30,Away,1,L,0,3,-3,Montreal Canadiens,30,25,5,3,2,0,100,56.4,Edmonton Oilers,Calvin Pickard,0.917
2024-11-19,20:00,Away,2,L,3,6,-3,Winnipeg Jets,23,27,-4,4,4,50,75,57.4,Florida Panthers,Sergei Bobrovsky,0.84
2024-11-19,19:00,Home,2,L,2,5,-3,Edmonton Oilers,29,31,-2,2,3,0,66.7,51.7,Ottawa Senators,Linus Ullmark,0.839
2024-11-19,19:00,Home,2,W,2,3,-1,Tampa Bay Lightning,19,35,-16,2,3,50,100,40.8,Pittsburgh Penguins,Tristan Jarry,0.914
2024-11-19,21:00,Away,2,L,1,1,0,Calgary Flames,29,31,-2,3,1,0,0,62.7,New York Islanders,Semyon Varlamov,0.968
2024-11-19,19:00,Away,2,L,3,2,1,Pittsburgh Penguins,35,19,16,3,2,0,50,59.2,Tampa Bay Lightning,Andrei Vasilevskiy,0.895
2024-11-19,20:00,Home,1,L,2,4,-2,Minnesota Wild,24,28,-4,2,2,50,100,53.5,St. Louis Blues,Jordan Binnington,0.889
2024-11-19,20:30,Home,2,W,2,3,-1,Anaheim Ducks,20,24,-4,1,2,0,100,52.7,Chicago Blackhawks,Arvid Soderblom,0.875
2024-11-19,20:30,Away,0,L,3,2,1,Chicago Blackhawks,24,20,4,2,1,0,100,47.3,Anaheim Ducks,John Gibson,0.9
2024-11-19,21:00,Home,3,L,1,1,0,New York Islanders,31,29,2,1,3,100,100,37.3,Calgary Flames,Dustin Wolf,0.966
2024-11-19,20:00,Away,2,W,4,2,2,St. Louis Blues,28,24,4,2,2,0,50,46.6,Minnesota Wild,Filip Gustavsson,0.917
2024-11-19,19:00,Away,0,L,5,2,3,Ottawa Senators,31,29,2,3,2,33.3,100,48.3,Edmonton Oilers,Stuart Skinner,0.931
2024-11-19,20:00,Home,2,L,6,3,3,Florida Panthers,27,23,4,4,4,25,50,42.6,Winnipeg Jets,Connor Hellebuyck,0.87
2024-11-19,22:00,Away,1,W,4,3,1,Vancouver Canucks,33,24,9,2,3,0,100,67.2,New York Rangers,Igor Shesterkin,0.875
2024-11-19,22:00,Home,1,L,3,4,-1,New York Rangers,24,33,-9,3,2,0,100,32.8,Vancouver Canucks,Arturs Silovs,0.879
2024-11-20,22:00,Away,2,W,0,3,-3,Seattle Kraken,24,37,-13,3,4,0,100,55.0,Nashville Predators,Juuse Saros,0.944
2024-11-20,19:30,Home,1,W,1,4,-3,Carolina Hurricanes,19,37,-18,3,1,0,100,44.2,Philadelphia Flyers,Ivan Fedotov,0.892
2024-11-20,22:30,Away,3,W,1,0,1,Los Angeles Kings,19,23,-4,3,5,33.3,100,40.4,Buffalo Sabres,Ukko-Pekka Luukkonen,1.0
2024-11-20,19:30,Away,2,L,4,1,3,Philadelphia Flyers,37,19,18,1,3,0,100,55.8,Carolina Hurricanes,Pyotr Kochetkov,0.947
2024-11-20,19:30,Home,3,W,3,0,3,Vegas Golden Knights,26,31,-5,2,3,50,100,50.0,Toronto Maple Leafs,Joseph Woll,1.0
2024-11-20,20:00,Home,1,W,5,2,3,San Jose Sharks,31,23,8,4,3,0,100,54.7,Dallas Stars,Jake Oettinger,0.913
2024-11-20,20:00,Away,1,W,2,5,-3,Dallas Stars,23,31,-8,3,4,0,100,45.3,San Jose Sharks,Mackenzie Blackwood,0.897
2024-11-20,19:30,Away,2,L,0,3,-3,Toronto Maple Leafs,31,26,5,3,2,0,50,50.0,Vegas Golden Knights,Adin Hill,0.92
2024-11-20,22:00,Home,2,L,3,0,3,Nashville Predators,37,24,13,4,3,0,100,45.0,Seattle Kraken,Joey Daccord,1.0
2024-11-20,22:30,Home,3,W,0,1,-1,Buffalo Sabres,23,19,4,5,3,0,66.7,59.7,Los Angeles Kings,David Rittich,0.947
2024-11-21,19:00,Home,2,W,1,2,-1,Colorado Avalanche,29,27,2,2,3,0,66.7,65.5,Washington Capitals,Logan Thompson,0.926
2024-11-21,19:00,Home,4,W,4,2,2,Carolina Hurricanes,21,22,-1,3,2,66.7,50,48.0,New Jersey Devils,Jacob Markstrom,0.909
2024-11-21,19:00,Away,1,L,1,2,-1,Detroit Red Wings,23,31,-8,1,3,0,100,53.1,New York Islanders,Ilya Sorokin,0.935
2024-11-21,20:30,Home,1,L,3,1,2,Florida Panthers,20,33,-13,1,2,100,100,43.1,Chicago Blackhawks,Petr Mrazek,0.97
2024-11-21,19:00,Home,2,L,1,0,1,Utah Hockey Club,31,22,9,7,4,14.3,100,53.5,Boston Bruins,Joonas Korpisalo,1.0
2024-11-21,19:00,Home,1,W,2,3,-1,Vegas Golden Knights,40,32,8,3,2,33.3,100,56.5,Ottawa Senators,Linus Ullmark,0.906
2024-11-21,19:00,Away,0,L,2,4,-2,New Jersey Devils,22,21,1,2,3,50,33.3,52.0,Carolina Hurricanes,Spencer Martin,0.81
2024-11-21,20:30,Away,1,W,1,3,-2,Chicago Blackhawks,33,20,13,2,1,0,0,56.9,Florida Panthers,Spencer Knight,0.895
2024-11-21,19:00,Away,1,L,6,7,-1,Columbus Blue Jackets,30,43,-13,2,1,100,0,57.1,Tampa Bay Lightning,Jonas Johansson,0.837
2024-11-21,21:00,Away,1,W,2,3,-1,Calgary Flames,29,49,-20,1,5,0,80,58.3,New York Rangers,Igor Shesterkin,0.939
2024-11-21,21:00,Away,1,L,5,3,2,Edmonton Oilers,26,31,-5,1,2,0,100,42.9,Minnesota Wild,Marc-Andre Fleury,0.903
2024-11-21,21:00,Home,1,L,3,2,1,New York Rangers,49,29,20,5,1,20,100,41.7,Calgary Flames,Dustin Wolf,0.931
2024-11-21,19:00,Away,2,L,2,1,1,Washington Capitals,27,29,-2,3,2,33.3,100,34.5,Colorado Avalanche,Alexandar Georgiev,0.966
2024-11-21,21:00,Home,1,L,3,5,-2,Minnesota Wild,31,26,5,2,1,0,100,57.1,Edmonton Oilers,Stuart Skinner,0.808
2024-11-21,20:00,Away,0,L,2,2,0,St. Louis Blues,24,31,-7,2,1,50,100,49.1,San Jose Sharks,Yaroslav Askarov,0.935
2024-11-21,19:00,Home,2,W,7,6,1,Tampa Bay Lightning,43,30,13,1,2,100,0,42.9,Columbus Blue Jackets,Elvis Merzlikins,0.8
2024-11-21,19:00,Away,2,W,0,1,-1,Boston Bruins,22,31,-9,4,7,0,85.7,46.6,Utah Hockey Club,Karel Vejmelka,0.968
2024-11-21,19:00,Away,0,W,3,2,1,Ottawa Senators,32,40,-8,2,3,0,66.7,43.6,Vegas Golden Knights,Ilya Samsonov,0.95
2024-11-21,20:00,Home,1,L,2,2,0,San Jose Sharks,31,24,7,1,2,0,50,50.9,St. Louis Blues,Jordan Binnington,0.917
2024-11-21,19:00,Home,2,W,2,1,1,New York Islanders,31,23,8,3,1,0,100,46.9,Detroit Red Wings,Alex Lyon,0.957
2024-11-22,22:00,Away,1,L,3,2,1,Anaheim Ducks,32,24,8,2,2,0,100,66.0,Buffalo Sabres,Ukko-Pekka Luukkonen,0.917
2024-11-22,19:00,Home,2,W,1,4,-3,Winnipeg Jets,18,30,-12,3,3,33.3,66.7,49.2,Pittsburgh Penguins,Tristan Jarry,0.897
2024-11-22,19:00,Away,2,L,4,1,3,Pittsburgh Penguins,30,18,12,3,3,33.3,66.7,50.8,Winnipeg Jets,Connor Hellebuyck,0.944
2024-11-22,22:00,Home,2,W,2,3,-1,Buffalo Sabres,24,32,-8,2,2,0,100,34.0,Anaheim Ducks,John Gibson,0.938
2024-11-23,19:00,Home,1,W,2,3,-1,New Jersey Devils,25,33,-8,2,5,50,60,45.3,Washington Capitals,Charlie Lindgren,0.909
2024-11-23,19:00,Away,1,W,3,2,1,Washington Capitals,33,25,8,5,2,40,50,54.7,New Jersey Devils,Jake Allen,0.96
2024-11-23,19:30,Home,1,W,3,1,2,St. Louis Blues,31,25,6,2,1,50,0,64.2,New York Islanders,Ilya Sorokin,0.96
2024-11-23,22:00,Away,1,W,2,6,-4,Edmonton Oilers,34,40,-6,3,3,0,100,44.0,New York Rangers,Jonathan Quick,0.85
2024-11-23,13:00,Home,2,W,3,2,1,Chicago Blackhawks,37,21,16,3,1,33.3,100,63.2,Philadelphia Flyers,Aleksei Kolosov,0.905
2024-11-23,19:00,Home,0,L,1,6,-5,Utah Hockey Club,28,30,-2,4,4,25,25,52.5,Pittsburgh Penguins,Alex Nedeljkovic,0.8
2024-11-23,19:00,Away,1,L,2,1,1,Detroit Red Wings,29,20,9,2,4,50,100,55.0,Boston Bruins,Jeremy Swayman,0.95
2024-11-23,20:00,Away,0,L,4,2,2,San Jose Sharks,31,33,-2,2,5,0,100,66.2,Buffalo Sabres,James Reimer,0.939
2024-11-23,19:00,Home,4,L,2,6,-4,Vegas Golden Knights,17,28,-11,2,2,50,100,49.0,Montreal Canadiens,Sam Montembeault,0.8
2024-11-23,19:00,Home,4,L,2,6,-4,Vegas Golden Knights,17,28,-11,2,2,50,100,49.0,Montreal Canadiens,Cayden Primeau,0.667
2024-11-23,19:00,Home,1,L,3,4,-1,Vancouver Canucks,29,21,8,3,6,66.7,83.3,65.5,Ottawa Senators,Linus Ullmark,0.81
2024-11-23,19:00,Away,1,L,4,4,0,Columbus Blue Jackets,36,32,4,4,5,25,80,60.9,Carolina Hurricanes,Spencer Martin,1.0
2024-11-23,19:00,Away,1,L,4,4,0,Columbus Blue Jackets,36,32,4,4,5,25,80,60.9,Carolina Hurricanes,Pyotr Kochetkov,0.871
2024-11-23,18:00,Home,1,W,4,7,-3,Colorado Avalanche,31,25,6,4,1,25,100,60.6,Florida Panthers,Sergei Bobrovsky,0.75
2024-11-23,19:00,Home,1,L,2,4,-2,Dallas Stars,29,28,1,3,3,0,66.7,56.1,Tampa Bay Lightning,Andrei Vasilevskiy,0.857
2024-11-23,13:00,Away,1,L,2,3,-1,Philadelphia Flyers,21,37,-16,1,3,0,66.7,36.8,Chicago Blackhawks,Petr Mrazek,0.919
2024-11-23,19:00,Home,1,L,1,2,-1,Boston Bruins,20,29,-9,4,2,0,50,45.0,Detroit Red Wings,Cam Talbot,0.931
2024-11-23,19:30,Away,1,W,1,3,-2,New York Islanders,25,31,-6,1,2,100,50,35.9,St. Louis Blues,Jordan Binnington,0.933
2024-11-23,16:00,Home,1,W,3,3,0,Minnesota Wild,31,23,8,2,3,100,66.7,35.4,Calgary Flames,Dan Vladar,0.87
2024-11-23,18:00,Away,1,W,7,4,3,Florida Panthers,25,31,-6,1,4,0,75,39.4,Colorado Avalanche,Alexandar Georgiev,0.871
2024-11-23,22:00,Home,1,L,6,2,4,New York Rangers,40,34,6,3,3,0,100,56.0,Edmonton Oilers,Stuart Skinner,0.941
2024-11-23,19:00,Away,3,W,4,3,1,Ottawa Senators,21,29,-8,6,3,16.7,33.3,34.5,Vancouver Canucks,Kevin Lankinen,0.897
2024-11-23,19:00,Away,2,L,4,2,2,Tampa Bay Lightning,28,29,-1,3,3,33.3,100,43.9,Dallas Stars,Jake Oettinger,0.931
2024-11-23,16:00,Home,2,L,2,1,1,Seattle Kraken,21,20,1,1,3,100,100,53.3,Los Angeles Kings,David Rittich,0.95
2024-11-23,20:00,Home,1,L,2,4,-2,Buffalo Sabres,33,31,2,5,2,0,100,33.8,San Jose Sharks,Mackenzie Blackwood,0.9
2024-11-23,19:00,Home,1,L,4,4,0,Carolina Hurricanes,32,36,-4,5,4,20,75,39.1,Columbus Blue Jackets,Elvis Merzlikins,0.889
2024-11-23,16:00,Away,1,W,3,3,0,Calgary Flames,23,31,-8,3,2,33.3,0,64.6,Minnesota Wild,Filip Gustavsson,0.903
2024-11-23,19:00,Away,0,L,1,4,-3,Nashville Predators,24,36,-12,3,3,0,66.7,48.0,Winnipeg Jets,Eric Comrie,0.914
2024-11-23,19:00,Away,1,L,6,2,4,Montreal Canadiens,28,17,11,2,2,0,50,51.0,Vegas Golden Knights,Adin Hill,0.882
2024-11-23,19:00,Home,2,W,4,1,3,Winnipeg Jets,36,24,12,3,3,33.3,100,52.0,Nashville Predators,Juuse Saros,0.958
2024-11-23,16:00,Away,2,W,1,2,-1,Los Angeles Kings,20,21,-1,3,1,0,0,46.7,Seattle Kraken,Joey Daccord,0.905
2024-11-23,19:00,Away,1,W,6,1,5,Pittsburgh Penguins,30,28,2,4,4,75,75,47.5,Utah Hockey Club,Karel Vejmelka,0.964
2024-11-24,19:00,Home,3,L,3,2,1,Utah Hockey Club,35,26,9,6,2,16.7,50,54.1,Toronto Maple Leafs,Joseph Woll,0.923
2024-11-24,19:00,Away,0,L,2,3,-1,Toronto Maple Leafs,26,35,-9,2,6,50,83.3,45.9,Utah Hockey Club,Karel Vejmelka,0.914
2024-11-25,19:00,Home,1,L,1,4,-3,Washington Capitals,21,31,-10,4,4,0,75,42.1,Florida Panthers,Spencer Knight,0.931
2024-11-25,19:00,Home,1,W,6,4,2,Dallas Stars,34,19,15,2,3,100,100,59.7,Carolina Hurricanes,Spencer Martin,0.789
2024-11-25,19:00,Home,1,L,8,2,6,Colorado Avalanche,33,25,8,2,3,100,100,62.7,Tampa Bay Lightning,Andrei Vasilevskiy,0.92
2024-11-25,19:30,Home,1,L,4,3,1,Calgary Flames,30,27,3,9,2,22.2,50,56.5,Ottawa Senators,Anton Forsberg,0.889
2024-11-25,19:00,Away,1,W,4,1,3,Florida Panthers,31,21,10,4,4,25,100,57.9,Washington Capitals,Logan Thompson,0.952
2024-11-25,19:00,Home,1,W,2,5,-3,St. Louis Blues,29,44,-15,3,3,0,100,56.1,New York Rangers,Igor Shesterkin,0.907
2024-11-25,19:30,Home,1,L,2,4,-2,Detroit Red Wings,29,21,8,3,3,0,100,67.5,New York Islanders,Semyon Varlamov,0.85
2024-11-25,19:00,Home,1,W,5,2,3,Nashville Predators,46,22,24,2,5,50,100,61.1,New Jersey Devils,Jacob Markstrom,0.909
2024-11-25,19:00,Home,1,W,4,4,0,Vegas Golden Knights,36,30,6,3,1,0,0,49.2,Philadelphia Flyers,Ivan Fedotov,0.867
2024-11-25,19:30,Away,1,W,4,2,2,New York Islanders,21,29,-8,3,3,0,100,32.5,Detroit Red Wings,Alex Lyon,0.931
2024-11-25,19:00,Away,1,W,2,5,-3,New Jersey Devils,22,46,-24,5,2,0,50,38.9,Nashville Predators,Scott Wedgewood,1.0
2024-11-25,19:00,Away,1,W,2,5,-3,New Jersey Devils,22,46,-24,5,2,0,50,38.9,Nashville Predators,Juuse Saros,0.867
2024-11-25,19:00,Away,1,L,5,2,3,New York Rangers,44,29,15,3,3,0,100,43.9,St. Louis Blues,Joel Hofer,0.931
2024-11-25,20:00,Home,1,W,1,4,-3,Winnipeg Jets,44,32,12,2,3,0,66.7,54.7,Minnesota Wild,Filip Gustavsson,0.903
2024-11-25,22:00,Away,1,L,3,2,1,Anaheim Ducks,28,23,5,3,1,0,100,59.6,Seattle Kraken,Joey Daccord,0.913
2024-11-25,19:00,Away,1,L,4,4,0,Philadelphia Flyers,30,36,-6,1,3,100,100,50.8,Vegas Golden Knights,Ilya Samsonov,0.889
2024-11-25,20:00,Away,1,L,4,1,3,Minnesota Wild,32,44,-12,3,2,33.3,100,45.3,Winnipeg Jets,Connor Hellebuyck,0.977
2024-11-25,19:30,Away,1,L,3,4,-1,Ottawa Senators,27,30,-3,2,9,50,77.8,43.5,Calgary Flames,Dustin Wolf,0.867
2024-11-25,22:30,Home,1,W,7,2,5,Los Angeles Kings,21,24,-3,6,2,33.3,100,45.0,San Jose Sharks,Yaroslav Askarov,0.917
2024-11-25,22:30,Away,1,L,2,7,-5,San Jose Sharks,24,21,3,2,6,0,66.7,55.0,Los Angeles Kings,David Rittich,0.667
2024-11-25,19:00,Away,1,L,2,8,-6,Tampa Bay Lightning,25,33,-8,3,2,0,0,37.3,Colorado Avalanche,Alexandar Georgiev,0.824
2024-11-25,19:00,Away,1,L,2,8,-6,Tampa Bay Lightning,25,33,-8,3,2,0,0,37.3,Colorado Avalanche,Justus Annunen,0.688
2024-11-25,19:00,Away,1,W,4,6,-2,Carolina Hurricanes,19,34,-15,3,2,0,0,40.3,Dallas Stars,Jake Oettinger,0.848
2024-11-25,22:00,Home,2,W,2,3,-1,Seattle Kraken,23,28,-5,1,3,0,100,40.4,Anaheim Ducks,Lukas Dostal,0.893
2024-11-26,19:00,Home,2,L,0,2,-2,Vancouver Canucks,33,15,18,3,2,0,50,59.0,Boston Bruins,Jeremy Swayman,0.929
2024-11-26,19:00,Home,2,W,2,3,-1,Utah Hockey Club,13,29,-16,3,4,0,100,57.8,Montreal Canadiens,Sam Montembeault,0.897
2024-11-26,19:00,Away,2,L,2,0,2,Boston Bruins,15,33,-18,2,3,50,100,41.0,Vancouver Canucks,Kevin Lankinen,1.0
2024-11-26,19:00,Away,1,W,3,2,1,Montreal Canadiens,29,13,16,4,3,0,100,42.2,Utah Hockey Club,Karel Vejmelka,0.846
2024-11-27,20:30,Home,3,W,6,2,4,Dallas Stars,26,27,-1,2,4,50,75,36.5,Chicago Blackhawks,Petr Mrazek,0.926
2024-11-27,19:00,Home,3,W,0,1,-1,Minnesota Wild,39,30,9,2,0,0,--,53.3,Buffalo Sabres,Ukko-Pekka Luukkonen,0.967
2024-11-27,19:30,Home,1,L,4,5,-1,Washington Capitals,28,32,-4,3,3,33.3,66.7,36.2,Tampa Bay Lightning,Andrei Vasilevskiy,0.844
2024-11-27,19:00,Home,1,L,4,3,1,New York Rangers,31,22,9,4,2,50,100,42.0,Carolina Hurricanes,Spencer Martin,0.864
2024-11-27,19:30,Away,2,L,1,5,-4,Florida Panthers,24,24,0,3,5,33.3,60,60.0,Toronto Maple Leafs,Anthony Stolarz,0.826
2024-11-27,22:30,Away,1,L,4,3,1,San Jose Sharks,11,39,-28,2,2,50,50,55.1,Ottawa Senators,Linus Ullmark,0.923
2024-11-27,19:30,Away,0,L,4,3,1,Columbus Blue Jackets,23,24,-1,2,3,50,100,52.5,Montreal Canadiens,Cayden Primeau,0.875
2024-11-27,19:00,Home,1,L,0,3,-3,St. Louis Blues,32,20,12,3,3,0,100,44.0,New Jersey Devils,Jacob Markstrom,0.85
2024-11-27,19:30,Away,0,L,6,3,3,New York Islanders,21,24,-3,0,1,--,100,49.1,Boston Bruins,Joonas Korpisalo,0.875
2024-11-27,19:30,Home,3,W,5,4,1,Vancouver Canucks,23,29,-6,4,1,25,100,64.9,Pittsburgh Penguins,Tristan Jarry,0.862
2024-11-27,20:00,Away,1,W,3,2,1,Nashville Predators,23,27,-4,1,1,0,100,40.4,Philadelphia Flyers,Aleksei Kolosov,0.926
2024-11-27,19:00,Away,1,L,3,4,-1,Carolina Hurricanes,22,31,-9,2,4,0,50,58.0,New York Rangers,Igor Shesterkin,0.871
2024-11-27,19:30,Home,1,W,3,6,-3,Boston Bruins,24,21,3,1,0,0,--,50.9,New York Islanders,Ilya Sorokin,0.75
2024-11-27,19:30,Away,1,W,5,4,1,Tampa Bay Lightning,32,28,4,3,3,33.3,66.7,63.8,Washington Capitals,Charlie Lindgren,0.893
2024-11-27,19:30,Home,1,W,5,1,4,Toronto Maple Leafs,24,24,0,5,3,40,66.7,40.0,Florida Panthers,Sergei Bobrovsky,0.958
2024-11-27,19:30,Home,1,L,2,1,1,Calgary Flames,27,25,2,4,4,50,75,58.1,Detroit Red Wings,Cam Talbot,0.96
2024-11-27,22:00,Away,1,W,1,4,-3,Los Angeles Kings,14,33,-19,3,2,33.3,50,47.4,Winnipeg Jets,Connor Hellebuyck,0.906
2024-11-27,22:00,Home,1,W,2,5,-3,Anaheim Ducks,44,33,11,5,2,0,50,62.0,Seattle Kraken,Joey Daccord,0.848
2024-11-27,22:00,Away,1,L,1,1,0,Colorado Avalanche,19,34,-15,1,2,0,100,48.0,Vegas Golden Knights,Adin Hill,0.971
2024-11-27,19:00,Away,1,L,1,0,1,Buffalo Sabres,30,39,-9,0,2,--,100,46.7,Minnesota Wild,Filip Gustavsson,1.0
2024-11-27,19:30,Home,3,L,3,4,-1,Montreal Canadiens,24,23,1,3,2,0,50,47.5,Columbus Blue Jackets,Elvis Merzlikins,0.826
2024-11-27,22:30,Home,1,W,3,4,-1,Ottawa Senators,39,11,28,2,2,50,50,44.9,San Jose Sharks,Mackenzie Blackwood,0.636
2024-11-27,20:00,Home,1,L,2,3,-1,Philadelphia Flyers,27,23,4,1,1,0,100,59.6,Nashville Predators,Juuse Saros,0.87
2024-11-27,20:30,Away,1,L,2,6,-4,Chicago Blackhawks,27,26,1,4,2,25,50,63.5,Dallas Stars,Casey DeSmith,0.769
2024-11-27,22:00,Away,1,W,5,2,3,Seattle Kraken,33,44,-11,2,5,50,100,38.0,Anaheim Ducks,John Gibson,0.955
2024-11-27,19:30,Away,0,W,4,5,-1,Pittsburgh Penguins,29,23,6,1,4,0,75,35.1,Vancouver Canucks,Arturs Silovs,0.783
2024-11-27,22:00,Home,1,W,1,1,0,Vegas Golden Knights,34,19,15,2,1,0,100,52.0,Colorado Avalanche,Alexandar Georgiev,0.947
2024-11-27,19:30,Away,1,W,1,2,-1,Detroit Red Wings,25,27,-2,4,4,25,50,41.9,Calgary Flames,Dan Vladar,0.926
2024-11-27,19:00,Away,1,L,3,0,3,New Jersey Devils,20,32,-12,3,3,0,100,56.0,St. Louis Blues,Jordan Binnington,1.0
2024-11-27,22:00,Home,1,L,4,1,3,Winnipeg Jets,33,14,19,2,3,50,66.7,52.6,Los Angeles Kings,David Rittich,0.929
2024-11-29,14:00,Away,1,W,2,3,-1,Minnesota Wild,23,29,-6,3,2,33.3,100,35.7,Chicago Blackhawks,Petr Mrazek,0.897
2024-11-29,15:00,Home,1,W,2,3,-1,Tampa Bay Lightning,31,28,3,2,4,0,75,50.8,Nashville Predators,Juuse Saros,0.893
2024-11-29,15:00,Away,1,L,5,4,1,Detroit Red Wings,29,28,1,4,4,75,75,46.8,New Jersey Devils,Jacob Markstrom,0.857
2024-11-29,15:00,Away,1,L,4,5,-1,Washington Capitals,24,26,-2,3,4,0,50,57.6,New York Islanders,Semyon Varlamov,0.808
2024-11-29,13:00,Away,1,L,1,3,-2,Philadelphia Flyers,23,35,-12,0,1,--,100,48.2,New York Rangers,Igor Shesterkin,0.941
2024-11-29,18:30,Away,1,W,2,1,1,Boston Bruins,36,31,5,2,3,0,100,51.8,Pittsburgh Penguins,Tristan Jarry,0.968
2024-11-29,15:00,Home,1,L,3,6,-3,Florida Panthers,31,30,1,5,2,20,100,52.3,Carolina Hurricanes,Spencer Martin,0.828
2024-11-29,15:00,Home,1,L,3,4,-1,Vancouver Canucks,34,22,12,5,4,0,75,51.8,Buffalo Sabres,Ukko-Pekka Luukkonen,0.818
2024-11-29,15:00,Away,1,L,6,3,3,Carolina Hurricanes,30,31,-1,2,5,0,80,47.7,Florida Panthers,Sergei Bobrovsky,0.903
2024-11-29,15:00,Away,1,W,3,2,1,Nashville Predators,28,31,-3,4,2,25,100,49.2,Tampa Bay Lightning,Jonas Johansson,0.935
2024-11-29,15:00,Home,1,L,5,4,1,New York Islanders,26,24,2,4,3,50,100,42.4,Washington Capitals,Logan Thompson,0.833
2024-11-29,18:30,Home,1,L,1,2,-1,Pittsburgh Penguins,31,36,-5,3,2,0,100,48.2,Boston Bruins,Jeremy Swayman,0.944
2024-11-29,13:00,Home,1,L,3,1,2,New York Rangers,35,23,12,1,0,0,--,51.9,Philadelphia Flyers,Ivan Fedotov,0.957
2024-11-29,15:00,Home,1,W,4,5,-1,New Jersey Devils,28,29,-1,4,4,25,25,53.2,Detroit Red Wings,Cam Talbot,0.828
2024-11-29,15:30,Home,1,L,8,5,3,Seattle Kraken,27,31,-4,1,6,0,66.7,55.2,San Jose Sharks,Vitek Vanecek,0.839
2024-11-29,21:00,Home,2,L,3,4,-1,Edmonton Oilers,31,32,-1,1,3,0,33.3,52.8,Utah Hockey Club,Karel Vejmelka,0.875
2024-11-29,15:00,Away,1,W,2,5,-3,Columbus Blue Jackets,29,34,-5,2,1,50,0,50.0,Calgary Flames,Dustin Wolf,0.879
2024-11-29,21:00,Away,1,L,3,5,-2,Dallas Stars,32,24,8,5,4,20,50,42.5,Colorado Avalanche,Alexandar Georgiev,0.826
2024-11-29,21:00,Away,4,W,4,3,1,Utah Hockey Club,32,31,1,3,1,66.7,100,47.2,Edmonton Oilers,Calvin Pickard,0.903
2024-11-29,15:00,Away,1,W,4,3,1,Buffalo Sabres,22,34,-12,4,5,25,100,48.2,Vancouver Canucks,Kevin Lankinen,0.912
2024-11-29,21:00,Home,1,L,5,3,2,Colorado Avalanche,24,32,-8,4,5,50,80,57.5,Dallas Stars,Jake Oettinger,0.906
2024-11-29,15:30,Home,1,L,1,2,-1,Los Angeles Kings,31,18,13,3,2,0,100,47.2,Anaheim Ducks,John Gibson,0.889
