date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team,goalie,sv%
2025-01-06,19:30,Away,2,L,4,5,-1,Montreal Canadiens,20,24,-4,3,4,33.3,50,41.3,Vancouver Canucks,Kevin Lankinen,0.792
2025-01-06,22:00,Home,1,L,2,3,-1,New Jersey Devils,24,29,-5,1,0,100,--,47.4,Seattle Kraken,Philipp Grubauer,0.897
2025-01-06,21:00,Home,1,W,3,1,2,Florida Panthers,34,27,7,4,3,0,100,50.9,Colorado Avalanche,Mackenzie Blackwood,0.963
2025-01-07,20:00,Away,2,L,2,5,-3,Winnipeg Jets,28,30,-2,7,1,14.3,0,45.1,Nashville Predators,Juuse Saros,0.897
2025-01-07,19:00,Home,1,L,4,5,-1,Dallas Stars,26,39,-13,2,2,50,0,49.1,New York Rangers,Jonathan Quick,0.872
2025-01-07,19:30,Home,1,W,2,3,-1,Toronto Maple Leafs,32,17,15,4,4,0,75,46.4,Philadelphia Flyers,Ivan Fedotov,0.824
2025-01-07,19:00,Home,1,L,3,3,0,Columbus Blue Jackets,23,29,-6,1,2,100,0,49.1,Pittsburgh Penguins,Tristan Jarry,0.897
2025-01-07,19:00,Away,3,L,2,3,-1,Detroit Red Wings,33,33,0,2,3,50,33.3,44.4,Ottawa Senators,Anton Forsberg,0.909
2025-01-07,19:30,Away,1,W,3,2,1,Philadelphia Flyers,17,32,-15,4,4,25,100,53.6,Toronto Maple Leafs,Joseph Woll,0.938
2025-01-07,19:00,Away,1,W,2,3,-1,Tampa Bay Lightning,31,33,-2,1,3,0,66.7,57.7,Carolina Hurricanes,Pyotr Kochetkov,0.909
2025-01-07,19:00,Home,1,W,3,2,1,Carolina Hurricanes,33,31,2,3,1,33.3,100,42.3,Tampa Bay Lightning,Andrei Vasilevskiy,0.935
2025-01-07,19:00,Home,2,L,3,2,1,Ottawa Senators,33,33,0,3,2,66.7,50,55.6,Detroit Red Wings,Cam Talbot,0.913
2025-01-07,19:00,Home,2,L,3,2,1,Ottawa Senators,33,33,0,3,2,66.7,50,55.6,Detroit Red Wings,Alex Lyon,1.0
2025-01-07,19:00,Home,1,L,0,4,-4,Edmonton Oilers,26,39,-13,2,3,0,66.7,42.6,Boston Bruins,Jeremy Swayman,0.921
2025-01-07,20:00,Away,2,L,4,6,-2,Minnesota Wild,33,26,7,1,0,100,--,57.1,St. Louis Blues,Jordan Binnington,0.8
2025-01-07,22:00,Away,2,W,3,2,1,Anaheim Ducks,33,28,5,3,2,33.3,50,45.5,Calgary Flames,Dustin Wolf,0.929
2025-01-07,19:00,Away,2,W,4,0,4,Boston Bruins,39,26,13,3,2,33.3,100,57.5,Edmonton Oilers,Calvin Pickard,0.871
2025-01-07,19:00,Away,2,W,4,0,4,Boston Bruins,39,26,13,3,2,33.3,100,57.5,Edmonton Oilers,Stuart Skinner,1.0
2025-01-07,22:00,Home,1,W,2,3,-1,Calgary Flames,28,33,-5,2,3,50,66.7,54.6,Anaheim Ducks,John Gibson,0.909
2025-01-07,19:00,Away,2,W,5,4,1,New York Rangers,39,26,13,2,2,100,50,50.9,Dallas Stars,Jake Oettinger,0.846
2025-01-07,19:00,Away,2,L,3,3,0,Pittsburgh Penguins,29,23,6,2,1,100,0,50.9,Columbus Blue Jackets,Elvis Merzlikins,0.87
2025-01-07,20:00,Home,2,W,6,4,2,St. Louis Blues,26,33,-7,0,1,--,0,42.9,Minnesota Wild,Marc-Andre Fleury,1.0
2025-01-07,20:00,Home,2,W,6,4,2,St. Louis Blues,26,33,-7,0,1,--,0,42.9,Minnesota Wild,Filip Gustavsson,0.778
2025-01-07,20:00,Home,2,W,5,2,3,Nashville Predators,30,28,2,1,7,100,85.7,54.9,Winnipeg Jets,Connor Hellebuyck,0.929
2025-01-07,22:30,Away,2,L,4,2,2,San Jose Sharks,42,21,21,1,2,100,0,66.7,Vegas Golden Knights,Ilya Samsonov,0.905
2025-01-07,22:30,Home,2,L,2,4,-2,Vegas Golden Knights,21,42,-21,2,1,100,0,33.3,San Jose Sharks,Alexandar Georgiev,0.927
2025-01-08,19:30,Home,1,W,2,1,1,Vancouver Canucks,18,31,-13,2,4,0,75,52.7,Washington Capitals,Logan Thompson,0.968
2025-01-08,22:00,Away,1,W,4,1,3,Utah Hockey Club,33,26,7,1,4,100,75,50.9,Florida Panthers,Sergei Bobrovsky,0.962
2025-01-08,19:30,Home,2,W,3,1,2,Colorado Avalanche,20,36,-16,1,2,0,100,57.4,Chicago Blackhawks,Petr Mrazek,0.972
2025-01-08,19:30,Away,1,W,1,3,-2,Chicago Blackhawks,36,20,16,2,1,0,100,42.6,Colorado Avalanche,Trent Miner,0.85
2025-01-08,22:00,Home,3,L,1,4,-3,Florida Panthers,26,33,-7,4,1,25,0,49.2,Utah Hockey Club,Karel Vejmelka,0.935
2025-01-08,19:30,Away,1,L,1,2,-1,Washington Capitals,31,18,13,4,2,25,100,47.3,Vancouver Canucks,Kevin Lankinen,0.889
2025-01-09,19:00,Home,1,L,0,4,-4,Buffalo Sabres,35,21,14,4,4,0,100,61.5,Ottawa Senators,Anton Forsberg,0.81
2025-01-09,19:00,Away,2,W,2,3,-1,New York Rangers,23,32,-9,4,3,0,33.3,36.2,New Jersey Devils,Jacob Markstrom,0.906
2025-01-09,22:00,Away,3,L,4,0,4,Vegas Golden Knights,21,30,-9,1,1,0,100,63.6,New York Islanders,Ilya Sorokin,1.0
2025-01-09,19:00,Home,1,L,3,2,1,New Jersey Devils,32,23,9,3,4,66.7,100,63.8,New York Rangers,Igor Shesterkin,0.913
2025-01-09,19:00,Home,1,W,1,4,-3,Dallas Stars,28,23,5,2,1,0,100,54.4,Philadelphia Flyers,Samuel Ersson,0.864
2025-01-09,19:30,Home,1,L,6,3,3,Toronto Maple Leafs,34,33,1,3,2,0,50,50.9,Carolina Hurricanes,Pyotr Kochetkov,0.909
2025-01-09,19:00,Away,1,W,1,4,-3,Tampa Bay Lightning,28,31,-3,2,4,0,75,55.7,Boston Bruins,Jeremy Swayman,0.9
2025-01-09,19:00,Away,2,L,4,0,4,Ottawa Senators,21,35,-14,4,4,0,100,38.5,Buffalo Sabres,Ukko-Pekka Luukkonen,1.0
2025-01-09,19:30,Away,1,W,3,6,-3,Carolina Hurricanes,33,34,-1,2,3,50,100,49.1,Toronto Maple Leafs,Joseph Woll,0.848
2025-01-09,19:00,Home,1,L,5,3,2,Edmonton Oilers,26,43,-17,1,3,100,66.7,44.8,Pittsburgh Penguins,Alex Nedeljkovic,0.93
2025-01-09,19:00,Home,1,W,4,1,3,Boston Bruins,31,28,3,4,2,25,100,44.3,Tampa Bay Lightning,Andrei Vasilevskiy,0.964
2025-01-09,20:00,Away,0,W,6,1,5,Minnesota Wild,27,25,2,3,3,0,100,42.1,Colorado Avalanche,Mackenzie Blackwood,0.96
2025-01-09,19:00,Away,1,W,3,5,-2,Pittsburgh Penguins,43,26,17,3,1,33.3,0,55.2,Edmonton Oilers,Stuart Skinner,0.808
2025-01-09,19:00,Away,2,W,2,6,-4,Columbus Blue Jackets,31,24,7,3,1,0,100,54.9,Seattle Kraken,Philipp Grubauer,0.737
2025-01-09,19:00,Away,2,W,2,6,-4,Columbus Blue Jackets,31,24,7,3,1,0,100,54.9,Seattle Kraken,Joey Daccord,1.0
2025-01-09,19:00,Away,1,W,4,1,3,Philadelphia Flyers,23,28,-5,1,2,0,100,45.6,Dallas Stars,Casey DeSmith,0.964
2025-01-09,19:00,Home,1,W,6,2,4,Seattle Kraken,24,31,-7,1,3,0,100,45.1,Columbus Blue Jackets,Elvis Merzlikins,0.935
2025-01-09,20:00,Home,1,L,1,6,-5,Colorado Avalanche,25,27,-2,3,3,0,100,57.9,Minnesota Wild,Filip Gustavsson,0.778
2025-01-09,22:00,Home,1,W,0,4,-4,New York Islanders,30,21,9,1,1,0,100,36.4,Vegas Golden Knights,Adin Hill,0.85
2025-01-09,20:00,Home,1,L,6,2,4,Anaheim Ducks,34,23,11,1,2,0,100,53.9,St. Louis Blues,Joel Hofer,0.913
2025-01-09,20:00,Away,1,L,2,6,-4,St. Louis Blues,23,34,-11,2,1,0,100,46.2,Anaheim Ducks,John Gibson,1.0
2025-01-09,20:00,Away,1,L,2,6,-4,St. Louis Blues,23,34,-11,2,1,0,100,46.2,Anaheim Ducks,Lukas Dostal,0.727
2025-01-10,19:00,Home,2,L,5,3,2,Chicago Blackhawks,28,15,13,4,0,25,--,54.6,Detroit Red Wings,Cam Talbot,0.8
2025-01-10,19:00,Away,3,W,3,2,1,Washington Capitals,30,17,13,3,4,0,75,49.0,Montreal Canadiens,Jakub Dobes,0.882
2025-01-10,19:00,Home,0,W,2,0,2,Vancouver Canucks,20,14,6,3,3,0,100,46.7,Carolina Hurricanes,Dustin Tokarski,1.0
2025-01-10,19:00,Away,1,W,3,5,-2,Detroit Red Wings,15,28,-13,0,4,--,75,45.5,Chicago Blackhawks,Petr Mrazek,0.852
2025-01-10,19:00,Home,1,L,2,3,-1,Montreal Canadiens,17,30,-13,4,3,25,100,51.0,Washington Capitals,Charlie Lindgren,1.0
2025-01-10,19:00,Home,1,L,2,3,-1,Montreal Canadiens,17,30,-13,4,3,25,100,51.0,Washington Capitals,Logan Thompson,0.857
2025-01-10,19:00,Away,1,L,0,2,-2,Carolina Hurricanes,14,20,-6,3,3,0,100,53.3,Vancouver Canucks,Thatcher Demko,0.9
2025-01-10,21:00,Away,2,L,1,2,-1,Utah Hockey Club,19,26,-7,2,1,0,100,46.4,San Jose Sharks,Alexandar Georgiev,0.923
2025-01-10,20:00,Home,2,L,1,2,-1,Los Angeles Kings,19,23,-4,2,3,50,100,50.9,Winnipeg Jets,Eric Comrie,0.913
2025-01-10,21:00,Home,1,W,2,1,1,San Jose Sharks,26,19,7,1,2,0,100,53.6,Utah Hockey Club,Karel Vejmelka,0.947
2025-01-10,20:00,Away,4,L,2,1,1,Winnipeg Jets,23,19,4,3,2,0,50,49.1,Los Angeles Kings,Darcy Kuemper,0.947
2025-01-11,19:00,Away,1,W,2,3,-1,New Jersey Devils,25,26,-1,3,2,0,50,54.4,Tampa Bay Lightning,Andrei Vasilevskiy,0.885
2025-01-11,13:00,Home,2,W,3,4,-1,Boston Bruins,43,18,25,3,5,33.3,60,56.9,Florida Panthers,Sergei Bobrovsky,0.778
2025-01-11,19:00,Home,1,W,0,3,-3,Vancouver Canucks,20,18,2,3,0,0,--,51.0,Toronto Maple Leafs,Dennis Hildeby,0.889
2025-01-11,16:00,Away,1,W,5,0,5,Pittsburgh Penguins,22,29,-7,4,6,50,100,48.9,Ottawa Senators,Leevi Meriläinen,1.0
2025-01-11,19:00,Home,0,L,1,1,0,Dallas Stars,31,35,-4,3,1,33.3,100,43.9,Montreal Canadiens,Sam Montembeault,0.971
2025-01-11,16:00,Home,1,L,2,6,-4,Seattle Kraken,35,30,5,5,4,20,75,37.5,Buffalo Sabres,Ukko-Pekka Luukkonen,0.828
2025-01-11,16:00,Away,1,L,6,2,4,Buffalo Sabres,30,35,-5,4,5,25,80,62.5,Seattle Kraken,Joey Daccord,0.943
2025-01-11,19:00,Home,1,L,6,0,6,Anaheim Ducks,30,22,8,4,1,50,100,47.6,Philadelphia Flyers,Samuel Ersson,1.0
2025-01-11,22:00,Away,1,W,2,1,1,Vegas Golden Knights,26,30,-4,1,3,100,66.7,32.7,New York Rangers,Igor Shesterkin,0.967
2025-01-11,21:00,Away,1,W,2,1,1,Utah Hockey Club,32,22,10,3,2,0,100,49.2,New York Islanders,Marcus Hogberg,0.955
2025-01-11,19:00,Home,1,L,3,2,1,Tampa Bay Lightning,26,25,1,2,3,50,100,45.6,New Jersey Devils,Jacob Markstrom,0.92
2025-01-11,20:00,Away,0,W,4,1,3,Nashville Predators,16,33,-17,2,3,50,66.7,49.0,Washington Capitals,Logan Thompson,0.97
2025-01-11,13:00,Away,1,W,4,3,1,Florida Panthers,18,43,-25,5,3,40,66.7,43.1,Boston Bruins,Jeremy Swayman,0.93
2025-01-11,16:00,Home,1,L,0,5,-5,Ottawa Senators,29,22,7,6,4,0,50,51.1,Pittsburgh Penguins,Tristan Jarry,1.0
2025-01-11,16:00,Home,1,L,0,5,-5,Ottawa Senators,29,22,7,6,4,0,50,51.1,Pittsburgh Penguins,Alex Nedeljkovic,0.706
2025-01-11,19:00,Away,1,W,0,6,-6,Philadelphia Flyers,22,30,-8,1,4,0,50,52.4,Anaheim Ducks,John Gibson,0.8
2025-01-11,22:00,Away,0,L,1,2,-1,Calgary Flames,32,18,14,3,4,0,75,64.7,Los Angeles Kings,David Rittich,0.889
2025-01-11,19:00,Home,1,L,1,2,-1,Columbus Blue Jackets,32,30,2,3,2,33.3,50,52.9,St. Louis Blues,Jordan Binnington,0.933
2025-01-11,19:00,Home,0,L,3,0,3,Colorado Avalanche,29,22,7,0,2,--,100,60.9,Winnipeg Jets,Connor Hellebuyck,1.0
2025-01-11,22:00,Away,1,L,3,1,2,San Jose Sharks,22,37,-15,0,2,--,100,46.0,Minnesota Wild,Marc-Andre Fleury,0.973
2025-01-11,19:00,Away,1,W,2,1,1,St. Louis Blues,30,32,-2,2,3,50,66.7,47.1,Columbus Blue Jackets,Jet Greaves,0.969
2025-01-11,22:00,Home,0,W,1,3,-2,Minnesota Wild,37,22,15,2,0,0,--,54.0,San Jose Sharks,Yaroslav Askarov,0.864
2025-01-11,22:00,Home,1,W,1,2,-1,New York Rangers,30,26,4,3,1,33.3,0,67.3,Vegas Golden Knights,Ilya Samsonov,0.923
2025-01-11,19:00,Away,1,L,1,1,0,Montreal Canadiens,35,31,4,1,3,0,66.7,56.1,Dallas Stars,Jake Oettinger,0.968
2025-01-11,19:00,Away,0,W,3,0,3,Toronto Maple Leafs,18,20,-2,0,3,--,100,49.0,Vancouver Canucks,Kevin Lankinen,1.0
2025-01-11,19:00,Away,1,L,4,3,1,Chicago Blackhawks,34,22,12,1,1,100,100,43.8,Edmonton Oilers,Calvin Pickard,0.864
2025-01-11,19:00,Away,1,L,0,3,-3,Winnipeg Jets,22,29,-7,2,0,0,--,39.1,Colorado Avalanche,Mackenzie Blackwood,0.929
2025-01-11,22:00,Home,3,L,2,1,1,Los Angeles Kings,18,32,-14,4,3,25,100,35.3,Calgary Flames,Dustin Wolf,0.969
2025-01-11,19:00,Home,0,L,3,4,-1,Edmonton Oilers,22,34,-12,1,1,0,0,56.3,Chicago Blackhawks,Arvid Soderblom,0.882
2025-01-11,20:00,Home,3,L,1,4,-3,Washington Capitals,33,16,17,3,2,33.3,50,51.0,Nashville Predators,Juuse Saros,0.8
2025-01-11,21:00,Home,0,L,1,2,-1,New York Islanders,22,32,-10,2,3,0,100,50.9,Utah Hockey Club,Connor Ingram,0.938
2025-01-12,17:00,Home,1,L,2,3,-1,Anaheim Ducks,37,20,17,2,2,50,100,59.7,Carolina Hurricanes,Pyotr Kochetkov,0.85
2025-01-12,17:00,Home,0,L,2,5,-3,Tampa Bay Lightning,33,19,14,3,0,33.3,--,54.0,Pittsburgh Penguins,Tristan Jarry,0.824
2025-01-12,17:00,Home,0,W,3,2,1,Dallas Stars,28,26,2,3,4,0,75,58.2,Ottawa Senators,Leevi Meriläinen,0.923
2025-01-12,20:00,Home,0,W,4,1,3,Minnesota Wild,37,16,21,5,2,40,100,44.0,Vegas Golden Knights,Adin Hill,0.938
2025-01-12,17:00,Away,0,W,5,2,3,Pittsburgh Penguins,19,33,-14,0,3,--,66.7,46.0,Tampa Bay Lightning,Jonas Johansson,0.939
2025-01-12,17:00,Away,0,L,2,3,-1,Ottawa Senators,26,28,-2,4,3,25,100,41.8,Dallas Stars,Casey DeSmith,0.893
2025-01-12,20:00,Away,0,L,1,4,-3,Vegas Golden Knights,16,37,-21,2,5,0,60,56.0,Minnesota Wild,Filip Gustavsson,0.892
2025-01-12,17:00,Away,0,W,3,2,1,Carolina Hurricanes,20,37,-17,2,2,0,50,40.3,Anaheim Ducks,Lukas Dostal,0.946
2025-01-12,15:00,Home,1,W,6,2,4,Seattle Kraken,23,33,-10,5,2,60,50,61.7,Detroit Red Wings,Cam Talbot,0.939
2025-01-12,15:00,Away,0,L,2,6,-4,Detroit Red Wings,33,23,10,2,5,50,40,38.3,Seattle Kraken,Philipp Grubauer,0.25
2025-01-12,15:00,Away,0,L,2,6,-4,Detroit Red Wings,33,23,10,2,5,50,40,38.3,Seattle Kraken,Joey Daccord,0.842
2025-01-13,19:00,Away,1,L,3,4,-1,Philadelphia Flyers,23,29,-6,2,5,50,60,44.4,Florida Panthers,Sergei Bobrovsky,0.862
2025-01-13,19:30,Home,1,L,2,5,-3,Calgary Flames,25,36,-11,2,3,50,100,55.2,Chicago Blackhawks,Petr Mrazek,0.861
2025-01-13,19:00,Home,1,W,4,3,1,Florida Panthers,29,23,6,5,2,40,50,55.6,Philadelphia Flyers,Samuel Ersson,0.87
2025-01-13,21:30,Home,1,W,1,0,1,Los Angeles Kings,30,30,0,2,1,0,100,48.4,Edmonton Oilers,Stuart Skinner,1.0
2025-01-13,21:30,Away,1,L,0,1,-1,Edmonton Oilers,30,30,0,1,2,0,100,51.6,Los Angeles Kings,Darcy Kuemper,0.967
2025-01-13,19:30,Away,1,W,5,2,3,Chicago Blackhawks,36,25,11,3,2,0,50,44.8,Calgary Flames,Dustin Wolf,0.92
2025-01-14,19:30,Away,1,W,2,0,2,New York Islanders,27,24,3,1,1,0,100,39.3,Ottawa Senators,Leevi Meriläinen,1.0
2025-01-14,19:30,Home,2,L,1,1,0,Florida Panthers,27,28,-1,2,1,0,100,45.6,New Jersey Devils,Jacob Markstrom,0.964
2025-01-14,19:30,Home,2,L,0,2,-2,Ottawa Senators,24,27,-3,1,1,0,100,60.7,New York Islanders,Marcus Hogberg,0.962
2025-01-14,21:00,Away,2,L,2,3,-1,Colorado Avalanche,29,26,3,3,3,0,100,63.0,New York Rangers,Igor Shesterkin,0.885
2025-01-14,19:00,Away,0,L,2,2,0,Columbus Blue Jackets,25,28,-3,2,1,0,100,53.9,Philadelphia Flyers,Ivan Fedotov,0.929
2025-01-14,19:00,Home,1,L,2,4,-2,Seattle Kraken,33,18,15,1,1,0,100,63.5,Pittsburgh Penguins,Tristan Jarry,0.824
2025-01-14,19:00,Home,2,W,6,2,4,Tampa Bay Lightning,24,45,-21,2,1,0,100,48.7,Boston Bruins,Jeremy Swayman,0.956
2025-01-14,21:00,Away,2,W,5,3,2,Utah Hockey Club,27,25,2,3,6,0,83.3,50.8,Montreal Canadiens,Sam Montembeault,0.88
2025-01-14,19:00,Away,1,L,0,3,-3,Washington Capitals,19,25,-6,1,2,0,100,46.5,Anaheim Ducks,John Gibson,0.88
2025-01-14,19:00,Home,2,L,1,4,-3,Dallas Stars,28,23,5,2,3,0,33.3,49.0,Toronto Maple Leafs,Joseph Woll,0.826
2025-01-14,19:00,Home,2,W,3,0,3,Anaheim Ducks,25,19,6,2,1,0,100,53.5,Washington Capitals,Logan Thompson,1.0
2025-01-14,19:00,Home,1,L,3,6,-3,San Jose Sharks,28,24,4,2,1,0,0,52.9,Detroit Red Wings,Ville Husso,0.783
2025-01-14,20:00,Home,2,W,5,3,2,Vegas Golden Knights,23,22,1,1,2,0,50,54.7,Nashville Predators,Justus Annunen,0.864
2025-01-14,20:00,Home,2,W,2,1,1,Calgary Flames,25,28,-3,2,2,0,100,52.3,St. Louis Blues,Jordan Binnington,0.964
2025-01-14,20:00,Away,0,L,1,2,-1,St. Louis Blues,28,25,3,2,2,0,100,47.7,Calgary Flames,Dan Vladar,0.92
2025-01-14,21:00,Home,2,W,3,2,1,New York Rangers,26,29,-3,3,3,0,100,37.0,Colorado Avalanche,Mackenzie Blackwood,0.931
2025-01-14,20:00,Away,2,L,1,6,-5,Winnipeg Jets,24,33,-9,2,3,0,66.7,45.3,Vancouver Canucks,Kevin Lankinen,0.818
2025-01-14,19:00,Away,1,L,2,6,-4,Boston Bruins,45,24,21,1,2,0,100,51.3,Tampa Bay Lightning,Andrei Vasilevskiy,0.818
2025-01-14,19:30,Away,0,L,1,1,0,New Jersey Devils,28,27,1,1,2,0,100,54.4,Florida Panthers,Spencer Knight,0.963
2025-01-14,19:00,Away,1,W,4,1,3,Toronto Maple Leafs,23,28,-5,3,2,66.7,100,51.0,Dallas Stars,Jake Oettinger,0.964
2025-01-15,18:00,Home,3,W,4,2,2,Carolina Hurricanes,24,37,-13,1,3,0.0,100.0,50.0,Buffalo Sabres,Ukko-Pekka Luukkonen,0.946
2025-01-15,18:00,Away,2,L,2,4,-2,Buffalo Sabres,37,24,13,3,1,0.0,100.0,50.0,Carolina Hurricanes,Dustin Tokarski,0.875
2025-01-15,20:30,Away,1,W,5,3,2,Minnesota Wild,36,34,2,1,3,100.0,33.3,52.5,Edmonton Oilers,Calvin Pickard,0.912
2025-01-15,20:30,Home,2,L,3,5,-2,Edmonton Oilers,34,36,-2,3,1,66.7,0.0,47.5,Minnesota Wild,Filip Gustavsson,0.861
2025-01-16,19:00,Away,1,W,1,0,1,Ottawa Senators,26,24,2,1,3,0.0,100.0,52.5,Washington Capitals,Logan Thompson,1.0
2025-01-16,19:00,Home,1,L,3,3,0,Anaheim Ducks,35,37,-2,5,2,40.0,100.0,44.8,Tampa Bay Lightning,Andrei Vasilevskiy,0.919
2025-01-16,19:00,Home,1,L,2,5,-3,Detroit Red Wings,43,20,23,3,4,0.0,25.0,66.1,Florida Panthers,Sergei Bobrovsky,0.733
2025-01-16,19:00,Home,1,L,2,5,-3,Detroit Red Wings,43,20,23,3,4,0.0,25.0,66.1,Florida Panthers,Spencer Knight,1.0
2025-01-16,19:00,Home,1,W,4,3,1,New Jersey Devils,41,24,17,2,3,50.0,33.3,52.2,Toronto Maple Leafs,Joseph Woll,0.875
2025-01-16,19:00,Home,1,L,0,1,-1,Washington Capitals,24,26,-2,3,1,0.0,100.0,47.5,Ottawa Senators,Leevi Meriläinen,0.962
2025-01-16,19:00,Away,1,L,3,4,-1,Toronto Maple Leafs,24,41,-17,3,2,66.7,50.0,47.8,New Jersey Devils,Jacob Markstrom,0.902
2025-01-16,19:30,Away,1,W,5,3,2,New York Islanders,24,29,-5,4,4,0.0,50.0,52.6,Philadelphia Flyers,Samuel Ersson,0.897
2025-01-16,21:00,Away,1,W,5,3,2,Utah Hockey Club,25,31,-6,3,3,0.0,66.7,46.3,New York Rangers,Igor Shesterkin,0.903
2025-01-16,19:30,Home,1,L,3,5,-2,Philadelphia Flyers,29,24,5,4,4,50.0,100.0,47.4,New York Islanders,Ilya Sorokin,0.826
2025-01-16,20:00,Away,2,L,2,2,0,Nashville Predators,26,41,-15,1,4,0.0,75.0,37.1,Chicago Blackhawks,Arvid Soderblom,0.951
2025-01-16,20:00,Away,1,W,3,1,2,Dallas Stars,24,33,-9,3,4,0.0,100.0,51.8,Montreal Canadiens,Jakub Dobes,0.97
2025-01-16,19:00,Away,1,W,5,2,3,Florida Panthers,20,43,-23,4,3,75.0,100.0,33.9,Detroit Red Wings,Cam Talbot,0.953
2025-01-16,20:00,Home,1,L,2,2,0,Chicago Blackhawks,41,26,15,4,1,25.0,100.0,62.9,Nashville Predators,Juuse Saros,0.923
2025-01-16,20:00,Home,1,W,4,1,3,Calgary Flames,29,29,0,3,1,33.3,100.0,52.4,St. Louis Blues,Joel Hofer,0.966
2025-01-16,22:00,Away,2,W,5,1,4,Vancouver Canucks,21,21,0,3,5,33.3,100.0,54.7,Los Angeles Kings,Darcy Kuemper,0.952
2025-01-16,20:00,Away,1,L,1,4,-3,St. Louis Blues,29,29,0,1,3,0.0,66.7,47.6,Calgary Flames,Dustin Wolf,0.862
2025-01-16,20:00,Home,1,W,2,1,1,Seattle Kraken,36,18,18,2,1,50.0,100.0,41.2,Winnipeg Jets,Connor Hellebuyck,0.944
2025-01-16,19:00,Home,1,W,4,1,3,San Jose Sharks,34,19,15,2,3,0.0,100.0,40.0,Columbus Blue Jackets,Elvis Merzlikins,0.947
2025-01-16,19:00,Away,1,L,1,4,-3,Columbus Blue Jackets,19,34,-15,3,2,0.0,100.0,60.0,San Jose Sharks,Alexandar Georgiev,0.909
2025-01-16,21:00,Home,1,L,3,5,-2,New York Rangers,31,25,6,3,3,33.3,100.0,53.7,Utah Hockey Club,Karel Vejmelka,0.833
2025-01-16,20:00,Home,1,L,1,3,-2,Montreal Canadiens,33,24,9,4,3,0.0,100.0,48.2,Dallas Stars,Jake Oettinger,0.913
2025-01-16,19:00,Away,1,L,3,3,0,Tampa Bay Lightning,37,35,2,2,5,0.0,60.0,55.2,Anaheim Ducks,Lukas Dostal,0.914
2025-01-16,22:00,Home,1,L,1,5,-4,Los Angeles Kings,21,21,0,5,3,0.0,66.7,45.3,Vancouver Canucks,Thatcher Demko,0.762
2025-01-16,21:30,Away,0,W,4,3,1,Colorado Avalanche,28,25,3,4,2,0.0,100.0,46.7,Edmonton Oilers,Stuart Skinner,0.88
2025-01-16,20:00,Away,1,L,1,2,-1,Winnipeg Jets,18,36,-18,1,2,0.0,50.0,58.8,Seattle Kraken,Joey Daccord,0.944
2025-01-16,21:30,Home,1,L,3,4,-1,Edmonton Oilers,25,28,-3,2,4,0.0,100.0,53.3,Colorado Avalanche,Mackenzie Blackwood,0.857
2025-01-17,19:00,Home,1,L,2,5,-3,Pittsburgh Penguins,42,19,23,5,4,20.0,25.0,44.8,Buffalo Sabres,Ukko-Pekka Luukkonen,0.778
2025-01-17,19:00,Away,2,W,5,2,3,Buffalo Sabres,19,42,-23,4,5,75.0,80.0,55.2,Pittsburgh Penguins,Alex Nedeljkovic,0.952
2025-01-17,19:00,Away,2,L,2,3,-1,Carolina Hurricanes,31,28,3,3,4,33.3,100.0,38.8,Vegas Golden Knights,Adin Hill,0.893
2025-01-17,19:00,Home,1,W,3,2,1,Vegas Golden Knights,28,31,-3,4,3,0.0,66.7,61.2,Carolina Hurricanes,Pyotr Kochetkov,0.935
2025-01-18,20:00,Home,1,W,5,3,2,Vegas Golden Knights,23,35,-12,3,3,66.7,66.7,58.3,Chicago Blackhawks,Petr Mrazek,0.914
2025-01-18,12:30,Home,1,L,1,3,-2,Philadelphia Flyers,13,18,-5,2,2,0.0,50.0,48.8,New Jersey Devils,Jake Allen,0.882
2025-01-18,19:30,Home,1,W,4,1,3,San Jose Sharks,31,19,12,1,1,0.0,100.0,51.0,New York Islanders,Marcus Hogberg,0.947
2025-01-18,19:00,Home,1,L,0,0,0,Columbus Blue Jackets,26,27,-1,1,2,0.0,100.0,60.5,New York Rangers,Igor Shesterkin,1.0
2025-01-18,12:30,Away,1,W,3,1,2,New Jersey Devils,18,13,5,2,2,50.0,100.0,51.2,Philadelphia Flyers,Samuel Ersson,0.923
2025-01-18,19:00,Away,0,L,1,4,-3,Washington Capitals,19,32,-13,2,4,0.0,75.0,45.3,Pittsburgh Penguins,Joel Blomqvist,0.903
2025-01-18,15:00,Away,3,L,5,5,0,Ottawa Senators,28,44,-16,4,3,25.0,66.7,47.1,Boston Bruins,Jeremy Swayman,0.886
2025-01-18,22:00,Home,1,W,4,2,2,Los Angeles Kings,22,30,-8,3,2,0.0,50.0,46.0,Seattle Kraken,Joey Daccord,0.933
2025-01-18,15:00,Home,1,L,5,5,0,Boston Bruins,44,28,16,3,4,33.3,75.0,52.9,Ottawa Senators,Leevi Meriläinen,0.821
2025-01-18,19:00,Away,1,W,7,3,4,Montreal Canadiens,34,35,-1,4,5,50.0,80.0,41.8,Toronto Maple Leafs,Joseph Woll,0.914
2025-01-18,18:00,Home,1,W,3,0,3,Anaheim Ducks,45,34,11,2,2,0.0,100.0,56.6,Florida Panthers,Spencer Knight,1.0
